0.00000000000000000000	0.000000000000000000000000000000	160789847117.727386474609375000000000000000		0.00000000000000000000	0.000000000000000000000000000000	160789847117.727386474609375000000000000000		0.00000000000000000000	0.000000000000000000000000000000	160789847117.727386474609375000000000000000	
100000.00000000000000000000	75.774371624681592152228404302150	160764180355.949188232421875000000000000000		100000.00000000000000000000	75.774371528352148175144975539297	160764180355.981811523437500000000000000000		100000.00000000000000000000	75.774371525576185604222700931132	160764180355.982788085937500000000000000000	
200000.00000000000000000000	303.073294387430678398231975734234	160687188265.115539550781250000000000000000		200000.00000000000000000000	303.073294209813525412755552679300	160687188265.175689697265625000000000000000		200000.00000000000000000000	303.073294205197612427582498639822	160687188265.177307128906250000000000000000	
300000.00000000000000000000	681.824200321884745790157467126846	160558895425.894897460937500000000000000000		300000.00000000000000000000	681.824200077682576193183194845915	160558895425.977600097656250000000000000000		300000.00000000000000000000	681.824200072141366035793907940388	160558895425.979522705078125000000000000000	
400000.00000000000000000000	1211.906168561538606809335760772228	160379342797.347778320312500000000000000000		400000.00000000000000000000	1211.906168264889402053086087107658	160379342797.448242187500000000000000000000		400000.00000000000000000000	1211.906168259302376100094988942146	160379342797.450195312500000000000000000000	
500000.00000000000000000000	1893.149963947259720953297801315784	160148587703.849456787109375000000000000000		500000.00000000000000000000	1893.149963611513612704584375023842	160148587703.963134765625000000000000000000		500000.00000000000000000000	1893.149963606710571184521540999413	160148587703.964843750000000000000000000000	
600000.00000000000000000000	2725.338091060549231769982725381851	159866703816.787414550781250000000000000000		600000.00000000000000000000	2725.338090698045562021434307098389	159866703816.910156250000000000000000000000		600000.00000000000000000000	2725.338090694793663715245202183723	159866703816.911346435546875000000000000000	
700000.00000000000000000000	3708.204863665289394702995195984840	159533781131.039672851562500000000000000000		700000.00000000000000000000	3708.204863287138323357794433832169	159533781131.167694091796875000000000000000		700000.00000000000000000000	3708.204863286127419996773824095726	159533781131.168121337890625000000000000000	
800000.00000000000000000000	4841.436489535807595530059188604355	159149925936.241241455078125000000000000000		800000.00000000000000000000	4841.436489151673413289245218038559	159149925936.371276855468750000000000000000		800000.00000000000000000000	4841.436489153502407134510576725006	159149925936.370697021484375000000000000000	
900000.00000000000000000000	6124.671170644160156371071934700012	158715260782.848114013671875000000000000000		900000.00000000000000000000	6124.671170262046871357597410678864	158715260782.977447509765625000000000000000		900000.00000000000000000000	6124.671170267212801263667643070221	158715260782.975738525390625000000000000000	
1000000.00000000000000000000	7557.499218674648545857053250074387	158229924443.009460449218750000000000000000		1000000.00000000000000000000	7557.499218300693428318481892347336	158229924443.136016845703125000000000000000		1000000.00000000000000000000	7557.499218309576463070698082447052	158229924443.133026123046875000000000000000	
1100000.00000000000000000000	9139.463185828672067145816981792450	157694071866.260589599609375000000000000000		1100000.00000000000000000000	9139.463185466942377388477325439453	157694071866.383026123046875000000000000000		1100000.00000000000000000000	9139.463185479791718535125255584717	157694071866.378662109375000000000000000000	
1200000.00000000000000000000	10870.058010878152344957925379276276	157107874130.050872802734375000000000000000		1200000.00000000000000000000	10870.058010530441606533713638782501	157107874130.168548583984375000000000000000		1200000.00000000000000000000	10870.058010547363664954900741577148	157107874130.162811279296875000000000000000	
1300000.00000000000000000000	12748.731180420880264136940240859985	156471518385.122314453125000000000000000000		1300000.00000000000000000000	12748.731180086515450966544449329376	156471518385.235473632812500000000000000000		1300000.00000000000000000000	12748.731180107468389905989170074463	156471518385.228393554687500000000000000000	
1400000.00000000000000000000	14774.882905286291133961640298366547	155785207795.756286621093750000000000000000		1400000.00000000000000000000	14774.882904961954409372992813587189	155785207795.866058349609375000000000000000		1400000.00000000000000000000	14774.882904986723588081076741218567	155785207795.857696533203125000000000000000	
1500000.00000000000000000000	16947.866312035348528297618031501770	155049161474.907531738281250000000000000000		1500000.00000000000000000000	16947.866311714886251138523221015930	155049161475.015991210937500000000000000000		1500000.00000000000000000000	16947.866311743084224872291088104248	155049161475.006469726562500000000000000000	
1600000.00000000000000000000	19266.987649493352364515885710716248	154263614414.246093750000000000000000000000		1600000.00000000000000000000	19266.987649167607742128893733024597	154263614414.356353759765625000000000000000		1600000.00000000000000000000	19266.987649198657891247421503067017	154263614414.345886230468750000000000000000	
1700000.00000000000000000000	21731.506510249739221762865781784058	153428817409.129516601562500000000000000000		1700000.00000000000000000000	21731.506509906390419928357005119324	153428817409.245758056640625000000000000000		1700000.00000000000000000000	21731.506509939517854945734143257141	153428817409.234588623046875000000000000000	
1800000.00000000000000000000	24340.636067054150771582499146461487	152545036978.529388427734375000000000000000		1800000.00000000000000000000	24340.636066677539929514750838279724	152545036978.656890869140625000000000000000		1800000.00000000000000000000	24340.636066711766034131869673728943	152545036978.645355224609375000000000000000	
1900000.00000000000000000000	27093.543324033227690961211919784546	151612555279.937530517578125000000000000000		1900000.00000000000000000000	27093.543323604222678113728761672974	151612555280.082794189453125000000000000000		1900000.00000000000000000000	27093.543323638350557303056120872498	151612555280.071289062500000000000000000000	
2000000.00000000000000000000	29989.349382647975289728492498397827	150631670019.279357910156250000000000000000		2000000.00000000000000000000	29989.349382143831462599337100982666	150631670019.450073242187500000000000000000		2000000.00000000000000000000	29989.349382176431390689685940742493	150631670019.439086914062500000000000000000	
2100000.00000000000000000000	33027.129722306708572432398796081543	149602694355.862945556640625000000000000000		2100000.00000000000000000000	33027.129721700926893390715122222900	149602694356.068084716796875000000000000000		2100000.00000000000000000000	33027.129721730350865982472896575928	149602694356.058166503906250000000000000000	
2200000.00000000000000000000	36205.914495543998782522976398468018	148525956802.394104003906250000000000000000		2200000.00000000000000000000	36205.914494806231232360005378723145	148525956802.643981933593750000000000000000		2200000.00000000000000000000	36205.914494830562034621834754943848	148525956802.635772705078125000000000000000	
2300000.00000000000000000000	39524.688837671354121994227170944214	147401801120.089721679687500000000000000000		2300000.00000000000000000000	39524.688836767265456728637218475342	147401801120.395935058593750000000000000000		2300000.00000000000000000000	39524.688836784363957121968269348145	147401801120.390197753906250000000000000000	
2400000.00000000000000000000	42982.393190800743468571454286575317	146230586208.922424316406250000000000000000		2400000.00000000000000000000	42982.393189691916632000356912612915	146230586209.297973632812500000000000000000		2400000.00000000000000000000	42982.393189699381764512509107589722	146230586209.295532226562500000000000000000	
2500000.00000000000000000000	46577.923642137480783276259899139404	145012685993.031951904296875000000000000000		2500000.00000000000000000000	46577.923640781344147399067878723145	145012685993.491302490234375000000000000000		2500000.00000000000000000000	46577.923640776505635585635900497437	145012685993.493041992187500000000000000000	
2600000.00000000000000000000	50310.132276434473169501870870590210	143748489301.339721679687500000000000000000		2600000.00000000000000000000	50310.132274784205947071313858032227	143748489301.898712158203125000000000000000		2600000.00000000000000000000	50310.132274764131580013781785964966	143748489301.905609130859375000000000000000	
2700000.00000000000000000000	54177.827542495229863561689853668213	142438399743.404632568359375000000000000000		2700000.00000000000000000000	54177.827540499703900422900915145874	142438399744.080566406250000000000000000000		2700000.00000000000000000000	54177.827540461199532728642225265503	142438399744.093688964843750000000000000000	
2800000.00000000000000000000	58179.774633608656586147844791412354	141082835580.559844970703125000000000000000		2800000.00000000000000000000	58179.774631212385429535061120986938	141082835581.371520996093750000000000000000		2800000.00000000000000000000	58179.774631151973153464496135711670	141082835581.392089843750000000000000000000	
2900000.00000000000000000000	62314.695881794061278924345970153809	139682229592.371704101562500000000000000000		2900000.00000000000000000000	62314.695878937156521715223789215088	139682229593.339416503906250000000000000000		2900000.00000000000000000000	62314.695878851096495054662227630615	139682229593.368652343750000000000000000000	
3000000.00000000000000000000	66581.271165730591746978461742401123	138237028938.463378906250000000000000000000		3000000.00000000000000000000	66581.271162348741199821233749389648	138237028939.608917236328125000000000000000		3000000.00000000000000000000	66581.271162233009818010032176971436	138237028939.648193359375000000000000000000	
3100000.00000000000000000000	70978.138332240734598599374294281006	136747695015.747329711914062500000000000000		3100000.00000000000000000000	70978.138328265151358209550380706787	136747695017.093978881835937500000000000000		3100000.00000000000000000000	70978.138328115470358170568943023682	136747695017.144775390625000000000000000000	
3200000.00000000000000000000	75503.893631193292094394564628601074	135214703311.112350463867187500000000000000		3200000.00000000000000000000	75503.893626550780027173459529876709	135214703312.684906005859375000000000000000		3200000.00000000000000000000	75503.893626362565555609762668609619	135214703312.748764038085937500000000000000	
3300000.00000000000000000000	80157.092163687048014253377914428711	133638543249.611999511718750000000000000000		3300000.00000000000000000000	80157.092158299972652457654476165771	133638543251.436752319335937500000000000000		3300000.00000000000000000000	80157.092158068349817767739295959473	133638543251.515319824218750000000000000000	
3400000.00000000000000000000	84936.248343371902592480182647705078	132019718038.203079223632812500000000000000		3400000.00000000000000000000	84936.248337158191134221851825714111	132019718040.307846069335937500000000000000		3400000.00000000000000000000	84936.248336878037662245333194732666	132019718040.402832031250000000000000000000	
3500000.00000000000000000000	89839.836370760196587070822715759277	130358744505.083984375000000000000000000000		3500000.00000000000000000000	89839.836363633410655893385410308838	130358744507.498031616210937500000000000000		3500000.00000000000000000000	89839.836363299313234165310859680176	130358744507.611282348632812500000000000000	
3600000.00000000000000000000	94866.290720376753597520291805267334	128656152934.684234619140625000000000000000		3600000.00000000000000000000	94866.290712246118346229195594787598	128656152937.438308715820312500000000000000		3600000.00000000000000000000	94866.290711852401727810502052307129	128656152937.571762084960937500000000000000	
3700000.00000000000000000000	100014.006640592124313116073608398438	126912486898.357879638671875000000000000000		3700000.00000000000000000000	100014.006631362615735270082950592041	126912486901.484176635742187500000000000000		3700000.00000000000000000000	100014.006630903342738747596740722656	126912486901.639831542968750000000000000000	
3800000.00000000000000000000	105281.340665979325422085821628570557	125128303080.834869384765625000000000000000		3800000.00000000000000000000	105281.340655551757663488388061523438	125128303084.366973876953125000000000000000		3800000.00000000000000000000	105281.340655020729172974824905395508	125128303084.546936035156250000000000000000	
3900000.00000000000000000000	110666.611142030611517839133739471436	123304171102.485748291015625000000000000000		3900000.00000000000000000000	110666.611130301680532284080982208252	123304171106.458663940429687500000000000000		3900000.00000000000000000000	110666.611129692450049333274364471436	123304171106.665130615234375000000000000000	
4000000.00000000000000000000	116168.098762066510971635580062866211	121440673337.456558227539062500000000000000		4000000.00000000000000000000	116168.098748928954591974616050720215	121440673341.906616210937500000000000000000		4000000.00000000000000000000	116168.098748234799131751060485839844	121440673342.141845703125000000000000000000	
4100000.00000000000000000000	121784.047116165893385186791419982910	119538404727.731811523437500000000000000000		4100000.00000000000000000000	121784.047101508593186736106872558594	119538404732.696655273437500000000000000000		4100000.00000000000000000000	121784.047100722586037591099739074707	119538404732.962997436523437500000000000000	
4200000.00000000000000000000	127512.663251941674388945102691650391	117597972593.185134887695312500000000000000		4200000.00000000000000000000	127512.663235649801208637654781341553	117597972598.703659057617187500000000000000		4200000.00000000000000000000	127512.663234764753724448382854461670	117597972599.003555297851562500000000000000	
4300000.00000000000000000000	133352.118246983038261532783508300781	115619996437.678100585937500000000000000000		4300000.00000000000000000000	133352.118228938197717070579528808594	115619996443.790405273437500000000000000000		4300000.00000000000000000000	133352.118227946688421070575714111328	115619996444.126358032226562500000000000000	
4400000.00000000000000000000	139300.547792781522730365395545959473	113605107751.269180297851562500000000000000		4400000.00000000000000000000	139300.547772861871635541319847106934	113605107758.016540527343750000000000000000		4400000.00000000000000000000	139300.547771756304427981376647949219	113605107758.391128540039062500000000000000	
