0.00000000000000000000	0.000000000000000000000000000000	160789847117.727386474609375000000000000000	
100000.00000000000000000000	75.774371525576185604222700931132	160764180355.982788085937500000000000000000	
200000.00000000000000000000	303.073294205197612427582498639822	160687188265.177307128906250000000000000000	
300000.00000000000000000000	681.824200072141366035793907940388	160558895425.979522705078125000000000000000	
400000.00000000000000000000	1211.906168259302376100094988942146	160379342797.450195312500000000000000000000	
500000.00000000000000000000	1893.149963606710571184521540999413	160148587703.964843750000000000000000000000	
600000.00000000000000000000	2725.338090694793663715245202183723	159866703816.911346435546875000000000000000	
700000.00000000000000000000	3708.204863286127419996773824095726	159533781131.168121337890625000000000000000	
800000.00000000000000000000	4841.436489153502407134510576725006	159149925936.370697021484375000000000000000	
900000.00000000000000000000	6124.671170267212801263667643070221	158715260782.975738525390625000000000000000	
1000000.00000000000000000000	7557.499218309576463070698082447052	158229924443.133026123046875000000000000000	
1100000.00000000000000000000	9139.463185479791718535125255584717	157694071866.378662109375000000000000000000	
1200000.00000000000000000000	10870.058010547363664954900741577148	157107874130.162811279296875000000000000000	
1300000.00000000000000000000	12748.731180107468389905989170074463	156471518385.228393554687500000000000000000	
1400000.00000000000000000000	14774.882904986723588081076741218567	155785207795.857696533203125000000000000000	
1500000.00000000000000000000	16947.866311743084224872291088104248	155049161475.006469726562500000000000000000	
1600000.00000000000000000000	19266.987649198657891247421503067017	154263614414.345886230468750000000000000000	
1700000.00000000000000000000	21731.506509939517854945734143257141	153428817409.234588623046875000000000000000	
1800000.00000000000000000000	24340.636066711766034131869673728943	152545036978.645355224609375000000000000000	
1900000.00000000000000000000	27093.543323638350557303056120872498	151612555280.071289062500000000000000000000	
2000000.00000000000000000000	29989.349382176431390689685940742493	150631670019.439086914062500000000000000000	
2100000.00000000000000000000	33027.129721730350865982472896575928	149602694356.058166503906250000000000000000	
2200000.00000000000000000000	36205.914494830562034621834754943848	148525956802.635772705078125000000000000000	
2300000.00000000000000000000	39524.688836784363957121968269348145	147401801120.390197753906250000000000000000	
2400000.00000000000000000000	42982.393189699381764512509107589722	146230586209.295532226562500000000000000000	
2500000.00000000000000000000	46577.923640776505635585635900497437	145012685993.493041992187500000000000000000	
2600000.00000000000000000000	50310.132274764131580013781785964966	143748489301.905609130859375000000000000000	
2700000.00000000000000000000	54177.827540461199532728642225265503	142438399744.093688964843750000000000000000	
2800000.00000000000000000000	58179.774631151973153464496135711670	141082835581.392089843750000000000000000000	
2900000.00000000000000000000	62314.695878851096495054662227630615	139682229593.368652343750000000000000000000	
3000000.00000000000000000000	66581.271162233009818010032176971436	138237028939.648193359375000000000000000000	
3100000.00000000000000000000	70978.138328115470358170568943023682	136747695017.144775390625000000000000000000	
3200000.00000000000000000000	75503.893626362565555609762668609619	135214703312.748764038085937500000000000000	
3300000.00000000000000000000	80157.092158068349817767739295959473	133638543251.515319824218750000000000000000	
3400000.00000000000000000000	84936.248336878037662245333194732666	132019718040.402832031250000000000000000000	
3500000.00000000000000000000	89839.836363299313234165310859680176	130358744507.611282348632812500000000000000	
3600000.00000000000000000000	94866.290711852401727810502052307129	128656152937.571762084960937500000000000000	
3700000.00000000000000000000	100014.006630903342738747596740722656	126912486901.639831542968750000000000000000	
3800000.00000000000000000000	105281.340655020729172974824905395508	125128303084.546936035156250000000000000000	
3900000.00000000000000000000	110666.611129692450049333274364471436	123304171106.665130615234375000000000000000	
4000000.00000000000000000000	116168.098748234799131751060485839844	121440673342.141845703125000000000000000000	
4100000.00000000000000000000	121784.047100722586037591099739074707	119538404732.962997436523437500000000000000	
4200000.00000000000000000000	127512.663234764753724448382854461670	117597972599.003555297851562500000000000000	
4300000.00000000000000000000	133352.118227946688421070575714111328	115619996444.126358032226562500000000000000	
4400000.00000000000000000000	139300.547771756304427981376647949219	113605107758.391128540039062500000000000000	
4500000.00000000000000000000	145356.052766807377338409423828125000	111553949816.436660766601562500000000000000	
4600000.00000000000000000000	151516.699929170194081962108612060547	109467177472.100860595703125000000000000000	
4700000.00000000000000000000	157780.522407615906558930873870849609	107345456949.343963623046875000000000000000	
4800000.00000000000000000000	164145.520411577221238985657691955566	105189465629.541671752929687500000000000000	
4900000.00000000000000000000	170609.661849625263130292296409606934	102999891835.216461181640625000000000000000	
5000000.00000000000000000000	177170.882978258683579042553901672363	100777434610.275772094726562500000000000000	
5100000.00000000000000000000	183827.089060797356069087982177734375	98522803496.827316284179687500000000000000	
5200000.00000000000000000000	190576.155036171199753880500793457031	96236718308.642929077148437500000000000000	
5300000.00000000000000000000	197415.926197389635490253567695617676	93919908901.343292236328125000000000000000	
5400000.00000000000000000000	204344.218879475462017580866813659668	91573114939.376541137695312500000000000000	
5500000.00000000000000000000	211358.821156643563881516456604003906	89197085659.865753173828125000000000000000	
5600000.00000000000000000000	218457.493548501748591661453247070312	86792579633.400161743164062500000000000000	
5700000.00000000000000000000	225637.969735048041911795735359191895	84360364521.846939086914062500000000000000	
5800000.00000000000000000000	232897.957280236325459554791450500488	81901216833.260513305664062500000000000000	
5900000.00000000000000000000	240235.138363879465032368898391723633	79415921673.967895507812500000000000000000	
6000000.00000000000000000000	247647.170521655614720657467842102051	76905272497.909179687500000000000000000000	
6100000.00000000000000000000	255131.687392982013989239931106567383	74370070853.313095092773437500000000000000	
6200000.00000000000000000000	262686.299476517422590404748916625977	71811126126.788589477539062500000000000000	
6300000.00000000000000000000	270308.594893051311373710632324218750	69229255284.914260864257812500000000000000	
6400000.00000000000000000000	277996.140155537461396306753158569336	66625282613.407981872558593750000000000000	
6500000.00000000000000000000	285746.480946024355944246053695678711	64000039453.959991455078125000000000000000	
6600000.00000000000000000000	293557.142899236467201262712478637695	61354363938.813735961914062500000000000000	
6700000.00000000000000000000	301425.632392553845420479774475097656	58689100723.178810119628906250000000000000	
6800000.00000000000000000000	309349.437342139950487762689590454102	56005100715.561843872070312500000000000000	
6900000.00000000000000000000	317326.028004962194245308637619018555	53303220806.101097106933593750000000000000	
7000000.00000000000000000000	325352.857786449370905756950378417969	50584323592.991760253906250000000000000000	
7100000.00000000000000000000	333427.364053528464864939451217651367	47849277107.089118957519531250000000000000	
7200000.00000000000000000000	341546.968952780822291970252990722656	45098954534.777648925781250000000000000000	
7300000.00000000000000000000	349709.080233456857968121767044067383	42334233939.194450378417968750000000000000	
7400000.00000000000000000000	357911.092075086024124175310134887695	39555997979.896041870117187500000000000000	
7500000.00000000000000000000	366150.385919418244156986474990844727	36765133631.058044433593750000000000000000	
7600000.00000000000000000000	374424.331306431035045534372329711914	33962531898.297729492187500000000000000000	
7700000.00000000000000000000	382730.286714135610964149236679077148	31149087534.209793090820312500000000000000	
7800000.00000000000000000000	391065.600401912815868854522705078125	28325698752.706222534179687500000000000000	
7900000.00000000000000000000	399427.611257111479062587022781372070	25493266942.251480102539062500000000000000	
8000000.00000000000000000000	407813.649644637072924524545669555664	22652696378.084514617919921875000000000000	
8100000.00000000000000000000	416221.038259260414633899927139282227	19804893933.519470214843750000000000000000	
8200000.00000000000000000000	424647.092980374349281191825866699219	16950768790.417352676391601562500000000000	
8300000.00000000000000000000	433089.123728924721945077180862426758	14091232148.920989990234375000000000000000	
8400000.00000000000000000000	441544.435326242819428443908691406250	11227196936.546012878417968750000000000000	
8500000.00000000000000000000	450010.328354505298193544149398803711	8359577516.720724105834960937500000000000	
8600000.00000000000000000000	458484.100018545403145253658294677734	5489289396.867915153503417968750000000000	
8700000.00000000000000000000	466963.045008742075879126787185668945	2617248936.121807098388671875000000000000	
