0.0000000000	-2421115079567739240913045972582400.0000000000		0.00000	0.00000	0.00000	160789847117.72739	0.00000	0.00000	161153079451.88205	0.00000	0.00000	
100000.0000000000	-2421114103138248629323353628344320.0000000000		76.71843	0.00000	-8481.32065	160764364949.58917	0.00000	2872864767.90949	161112779071.84644	0.00000	2975293070.96901	
200000.0000000000	-2421111241526274879583717121064960.0000000000		306.84918	0.00000	-16959.89867	160687911916.09644	0.00000	5744916531.17600	160993064380.09073	0.00000	5941318146.92368	
300000.0000000000	-2421106690669583409093933082345472.0000000000		690.31855	0.00000	-25432.99234	160560469622.74649	0.00000	8615334420.08368	160797399183.25003	0.00000	8889459514.65509	
400000.0000000000	-2421100757010044269024783823273984.0000000000		1227.00379	0.00000	-33897.86168	160382011144.71893	0.00000	11483282655.18970	160531257459.39319	0.00000	11812340475.16292	
500000.0000000000	-2421093837094158689291639189405696.0000000000		1916.73308	0.00000	-42351.76936	160152505937.90814	0.00000	14347904801.08334	160201729798.47101	0.00000	14704306334.87193	
600000.0000000000	-2421086401324844368640169731948544.0000000000		2759.28563	0.00000	-50791.98157	159871925804.97876	0.00000	17208319363.45622	159817045111.82254	0.00000	17561800064.38831	
700000.0000000000	-2421078982227868262420450990096384.0000000000		3754.39172	0.00000	-59215.76891	159540251754.42114	0.00000	20063616573.03075	159386020578.25241	0.00000	20383643116.03662	
800000.0000000000	-2421072159243529023418400608616448.0000000000		4901.73282	0.00000	-67620.40727	159157481981.92694	0.00000	22912856420.02391	158917421520.76587	0.00000	23171216296.93372	
900000.0000000000	-2421066526406548479412748215648256.0000000000		6200.94167	0.00000	-76003.17869	158723641256.96765	0.00000	25755068585.59815	158419208619.19894	0.00000	25928489024.90467	
1000000.0000000000	-2421062631828062017328003164405760.0000000000		7651.60241	0.00000	-84361.37228	158238791426.67023	0.00000	28589255510.06764	157897695459.53976	0.00000	28661797885.08741	
1100000.0000000000	-2421060892525564078261962287349760.0000000000		9253.25070	0.00000	-92692.28504	157703041599.51813	0.00000	31414399850.66499	157356731260.30127	0.00000	31379274364.82753	
1200000.0000000000	-2421061510200651974706432839778304.0000000000		11005.37388	0.00000	-100993.22275	157116555465.06320	0.00000	34229476519.22113	156797112006.71329	0.00000	34089906542.50185	
1300000.0000000000	-2421064425931134409028582867206144.0000000000		12907.41112	0.00000	-109261.50086	156479553165.19135	0.00000	37033467572.03822	156216426470.33835	0.00000	36802372773.33890	
1400000.0000000000	-2421069337819098974696888736940032.0000000000		14958.75364	0.00000	-117494.44532	155792306693.31381	0.00000	39825376640.14606	155609418888.22614	0.00000	39523911997.01505	
1500000.0000000000	-2421075771829422559678103338090496.0000000000		17158.74486	0.00000	-125689.39344	155055130169.68936	0.00000	42604239628.66073	154968760579.10187	0.00000	42259492059.10668	
1600000.0000000000	-2421083170365397161081114701332480.0000000000		19506.68063	0.00000	-133843.69476	154268367909.63797	0.00000	45369130125.66298	154285997460.02734	0.00000	45011400669.10609	
1700000.0000000000	-2421090964435990393063837586685952.0000000000		22001.80950	0.00000	-141954.71189	153432383070.64066	0.00000	48119160046.61493	153552450884.51859	0.00000	47779216967.05830	
1800000.0000000000	-2421098615484557673449248748732416.0000000000		24643.33291	0.00000	-150019.82137	152547548353.04694	0.00000	50853477188.09795	152759953996.17459	0.00000	50560029953.17498	
1900000.0000000000	-2421105632618305255676423557873664.0000000000		27430.40549	0.00000	-158036.41451	151614238867.31662	0.00000	53571261291.45842	151901414593.99985	0.00000	53348775875.59924	
2000000.0000000000	-2421111579619432159160051555106816.0000000000		30362.13532	0.00000	-166001.89821	150632826583.07104	0.00000	56271719469.05489	150971251238.23682	0.00000	56138626424.95428	
2100000.0000000000	-2421116084595132450244067583852544.0000000000		33437.58423	0.00000	-173913.69585	149603675800.72000	0.00000	58954081085.88622	149965747278.21545	0.00000	58921420301.41501	
2200000.0000000000	-2421118858168874392459665949589504.0000000000		36655.76808	0.00000	-181769.24804	148527139535.64783	0.00000	61617591806.67542	148883331581.75903	0.00000	61688161300.38100	
2300000.0000000000	-2421119717876067298367574328213504.0000000000		40015.65710	0.00000	-189566.01351	147403557205.40979	0.00000	64261506607.70987	147724754752.34491	0.00000	64429598937.14573	
2400000.0000000000	-2421118610425023599178593328955392.0000000000		43516.17620	0.00000	-197301.46990	146233254251.79926	0.00000	66885081984.86262	146493110330.46597	0.00000	67136873109.04313	
2500000.0000000000	-2421115622693138503450411961155584.0000000000		47156.20535	0.00000	-204973.11455	145016544161.02695	0.00000	69487568076.00938	145193663952.72479	0.00000	69802165404.73045	
2600000.0000000000	-2421110977311703019989016149753856.0000000000		50934.57990	0.00000	-212578.46534	143753732861.89307	0.00000	72068201640.78682	143833492071.74060	0.00000	72419281719.90475	
2700000.0000000000	-2421105016103408898616474606764032.0000000000		54850.09100	0.00000	-220115.06146	142445124990.41476	0.00000	74626200660.39616	142420971116.04242	0.00000	74984105244.46896	
2800000.0000000000	-2421098179090936739872146429313024.0000000000		58901.48599	0.00000	-227580.46420	141091031318.38925	0.00000	77160760883.57507	140965173238.51416	0.00000	77494893770.48401	
2900000.0000000000	-2421090984976526100021892672913408.0000000000		63087.46878	0.00000	-234972.25772	139691776827.72876	0.00000	79671054287.60329	139475210078.62537	0.00000	79952423812.72505	
3000000.0000000000	-2421084011907410753752298722164736.0000000000		67406.70030	0.00000	-242288.04985	138247709253.87247	0.00000	82156229417.73434	137959538681.15546	0.00000	82359984465.15601	
